Keyword,Match type,Impr.,Interactions,Interaction rate,Conv. rate
[buy 4 Bedroom Home In Windermere Fl],Exact match,0,0, --,0.00%
[buy 2 Bedroom Single House In Volusia County],Exact match,0,0, --,0.00%
[4 Bedroom Condo In Chicago for sale],Exact match,0,0, --,0.00%
[3 Bedroom Home In Canyon Country Ca for sale],Exact match,0,0, --,0.00%
[buy 1 Bedroom House In Pagosa Springs Co],Exact match,0,0, --,0.00%
[1 Bedroom Condo In Austin Tx for sale],Exact match,0,0, --,0.00%
[5 Bedroom House In New Jersey for sale],Exact match,0,0, --,0.00%
[buy 9 Bedroom Single House In Chino Ca],Exact match,0,0, --,0.00%
[buy 2 Bedroom Single House In Multnomah County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Sacramento Ca],Exact match,0,0, --,0.00%
[3 Bedroom Home In Fairfield Ca for sale],Exact match,0,0, --,0.00%
[buy 5 Bedroom Home In Passaic County],Exact match,0,0, --,0.00%
[5 Bedroom Single House In Lincoln Ca for sale],Exact match,0,0, --,0.00%
[2 Bedroom Single House In Multnomah County for sale],Exact match,0,0, --,0.00%
[buy Single House In Osceola County],Exact match,0,0, --,0.00%
[2 Bedroom Condo In Union County for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Union County],Exact match,0,0, --,0.00%
[5 Bedroom Townhouse In Wake County for sale],Exact match,0,0, --,0.00%
[5 Bedroom Home In Passaic County for sale],Exact match,0,0, --,0.00%
[Homes In West Hills Ca for sale],Exact match,21,2,9.52%,0.00%
[3 Bedroom House In Fairfax County for sale],Exact match,0,0, --,0.00%
[3 Bedroom Single House In Portland Or for sale],Exact match,0,0, --,0.00%
[3 Bedroom Townhouse In Castle Rock Co for sale],Exact match,0,0, --,0.00%
[2 Bedroom House In Arapahoe County for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Home In Georgetown Tx],Exact match,0,0, --,0.00%
[2 Bedroom Condo In Sacramento Ca for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Carol Stream Il],Exact match,0,0, --,0.00%
[buy 3 Bedroom Townhouse In Florida],Exact match,0,0, --,0.00%
[buy 1 Bedroom Single House In Marin County],Exact match,0,0, --,0.00%
[2 Bedroom Home In Carol Stream Il for sale],Exact match,0,0, --,0.00%
[5 Bedroom Home In Elkton Fl for sale],Exact match,0,0, --,0.00%
[buy 5 Bedroom Single House In Wayne Il],Exact match,0,0, --,0.00%
[buy 4 Bedroom Condo In Chicago],Exact match,0,0, --,0.00%
[buy 1 Bedroom Condo In Woodland Hills Ca],Exact match,0,0, --,0.00%
[buy 3 Bedroom Home In Rocklin Ca],Exact match,0,0, --,0.00%
[buy 5 Bedroom Single House In Lincoln Ca],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Long Beach Ca],Exact match,0,0, --,0.00%
[buy Condos In San Francisco County],Exact match,0,0, --,0.00%
[1 Bedroom Townhouse In Philadelphia for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single House In San Antonio Tx],Exact match,0,0, --,0.00%
[4 Bedroom Condo In Redondo Beach Ca for sale],Exact match,0,0, --,0.00%
[buy 9 Bedroom Home In Plymouth Ma],Exact match,0,0, --,0.00%
[buy 1 Bedroom Home In Lafayette Co],Exact match,0,0, --,0.00%
[buy 7 Bedroom Home In San Mateo County],Exact match,0,0, --,0.00%
[buy 5 Bedroom Condo In Moorpark Ca],Exact match,0,0, --,0.00%
[buy 1 Bedroom Home In Long Beach Ca],Exact match,0,0, --,0.00%
[8 Bedroom Single Family House In Austin for sale],Exact match,0,0, --,0.00%
[buy Homes In Weld County],Exact match,0,0, --,0.00%
[4 Bedroom Single House In San Antonio Tx for sale],Exact match,0,0, --,0.00%
[5 Bedroom Condo In Richmond County for sale],Exact match,0,0, --,0.00%
[Single House In Los Angeles County for sale],Exact match,0,0, --,0.00%
[3 Bedroom Home In Rocklin Ca for sale],Exact match,0,0, --,0.00%
[5 Bedroom Single House In Wayne Il for sale],Exact match,0,0, --,0.00%
[3 Bedroom Single Family House In Philadelphia Pa for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Westminster Ca],Exact match,0,0, --,0.00%
[3 Bedroom House In Chapel Hill Nc for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom House In Pico Rivera Ca],Exact match,0,0, --,0.00%
[buy 8 Bedroom Single Family House In Austin],Exact match,0,0, --,0.00%
[5 Bedroom Single House In Fair Oaks Ca for sale],Exact match,0,0, --,0.00%
[buy 6 Bedroom House In San Francisco Ca],Exact match,0,0, --,0.00%
[2 Bedroom Single House In Phoenix Az for sale],Exact match,0,0, --,0.00%
[2 Bedroom Condo In New York for sale],Exact match,0,0, --,0.00%
[6 Bedroom Single House In Forest Park Il for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single House In Portland Or],Exact match,0,0, --,0.00%
[buy 2 Bedroom Single House In Hutto Tx],Exact match,0,0, --,0.00%
[buy 5 Bedroom Home In Riverdale Nj],Exact match,0,0, --,0.00%
[5 Bedroom Home In Chatsworth Ca for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single Family House In Philadelphia Pa],Exact match,0,0, --,0.00%
[buy 5 Bedroom Home In Chatsworth Ca],Exact match,0,0, --,0.00%
[5 Bedroom Condo In Brooklyn Ny for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom House In New Jersey],Exact match,0,0, --,0.00%
[buy 4 Bedroom Home In Rocklin Ca],Exact match,0,0, --,0.00%
[1 Bedroom Home In Lafayette Co for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In New York],Exact match,0,0, --,0.00%
[Condos In Denver for sale],Exact match,17,1,5.88%,0.00%
[Homes In Redondo Beach Ca for sale],Exact match,35,3,8.57%,0.00%
[buy 5 Bedroom Home In El Dorado County],Exact match,0,0, --,0.00%
[buy 4 Bedroom House In Fairfax County],Exact match,0,0, --,0.00%
[4 Bedroom Single House In Sylmar Ca for sale],Exact match,0,0, --,0.00%
[3 Bedroom Home In Union County for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Condo In Denver County],Exact match,0,0, --,0.00%
[3 Bedroom Home In Boulder Co for sale],Exact match,0,0, --,0.00%
[buy Houses In St Petersburg Fl],Exact match,0,0, --,0.00%
[buy 3 Bedroom Home In Yorba Linda Ca],Exact match,0,0, --,0.00%
[Townhouse In New York County for sale],Exact match,0,0, --,0.00%
"""8108 Tower Bridge Ave""",Phrase match,0,0, --,0.00%
[buy 1 Bedroom Home In Orange County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Placentia Ca],Exact match,0,0, --,0.00%
[buy 2 Bedroom Townhouse In Sarasota County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Phoenix],Exact match,0,0, --,0.00%
[2 Bedroom Single House In Arapahoe County for sale],Exact match,0,0, --,0.00%
[Houses In Volusia County for sale],Exact match,0,0, --,0.00%
[7 Bedroom House In Orange Park Fl for sale],Exact match,0,0, --,0.00%
[9 Bedroom Single House In Washington County for sale],Exact match,0,0, --,0.00%
[6 Bedroom Home In Placer County for sale],Exact match,0,0, --,0.00%
[9 Bedroom Home In West Chicago Il for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Tucson],Exact match,0,0, --,0.00%
[2 Bedroom Townhouse In Las Vegas for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single House In Contra Costa County],Exact match,0,0, --,0.00%
[2 Bedroom Townhouse In Sarasota County for sale],Exact match,0,0, --,0.00%
[buy 7 Bedroom House In Prince William County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Las Vegas],Exact match,0,0, --,0.00%
[buy 3 Bedroom House In Denver],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Playa Del Rey Ca],Exact match,0,0, --,0.00%
[buy Homes In Ormond Beach Fl],Exact match,0,0, --,0.00%
[buy 3 Bedroom Home In Fair Lawn Nj],Exact match,0,0, --,0.00%
[4 Bedroom Home In Middlesex County for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Single House In Vance County],Exact match,0,0, --,0.00%
[7 Bedroom Condo In West Chicago Il for sale],Exact match,0,0, --,0.00%
[buy 5 Bedroom Home In Kissimmee Fl],Exact match,0,0, --,0.00%
[buy 1 Bedroom House In Arapahoe County],Exact match,0,0, --,0.00%
[4 Bedroom Single Family House In Henderson Nc for sale],Exact match,0,0, --,0.00%
+buy +1 +Bedroom +Condo +In +Forest +Park +Il,Broad match,0,0, --,0.00%
+3 +Bedroom +Condo +In +Boston +for +sale,Broad match,0,0, --,0.00%
+3 +Bedroom +Single +House +In +Raleigh +Nc +for +sale,Broad match,0,0, --,0.00%
+7 +Bedroom +Home +In +West +Hills +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +5 +Bedroom +Single +Family +House +In +Washington +County,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Townhouse +In +Loudoun +County,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Home +In +Land +O +Lakes +Fl,Broad match,0,0, --,0.00%
+5 +Bedroom +Home +In +Saint +Petersburg +Fl +for +sale,Broad match,0,0, --,0.00%
 +buy +Townhouse +In +Clark +County,Broad match,0,0, --,0.00%
+buy +9 +Bedroom +House +In +Boston,Broad match,0,0, --,0.00%
+8 +Bedroom +Home +In +Raleigh +Nc +for +sale,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Home +In +View +Park +Ca,Broad match,0,0, --,0.00%
+7 +Bedroom +Single +House +In +Tarzana +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +Condo +In +Queens +County,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +Single +House +In +Bexar +County,Broad match,0,0, --,0.00%
+1 +Bedroom +Home +In +Bucks +County +for +sale,Broad match,0,0, --,0.00%
+1 +Bedroom +House +In +Sacramento +Ca +for +sale,Broad match,0,0, --,0.00%
 +buy +Single +House +In +Yuba +County,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Home +In +Riverside +County,Broad match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
+5 +Bedroom +Home +In +Lake +Villa +Il +for +sale,Broad match,0,0, --,0.00%
+3 +Bedroom +Home +In +Riverside +County +for +sale,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +Single +House +In +Edison +Nj,Broad match,0,0, --,0.00%
+buy +8 +Bedroom +Single +House +In +Riverside +Ca,Broad match,0,0, --,0.00%
+buy +1 +Bedroom +Home +In +Alexandria +Township +Nj,Broad match,0,0, --,0.00%
+1 +Bedroom +Home +In +Alexandria +Township +Nj +for +sale,Broad match,0,0, --,0.00%
+1 +Bedroom +Home +In +Durham +Nc +for +sale,Broad match,0,0, --,0.00%
 +Coop +In +Damascus +Or +for +sale,Broad match,0,0, --,0.00%
+4 +Bedroom +Single +House +In +Bexar +County +for +sale,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Townhouse +In +Washington +Dc,Broad match,0,0, --,0.00%
+buy +5 +Bedroom +House +In +Fair +Oaks +Ca,Broad match,0,0, --,0.00%
+buy +5 +Bedroom +Home +In +Lake +Villa +Il,Broad match,0,0, --,0.00%
+buy +5 +Bedroom +House +In +Sussex +County,Broad match,0,0, --,0.00%
 +Homes +In +Lafayette +Co +for +sale,Broad match,5,0,0.00%,0.00%
+buy +8 +Bedroom +Home +In +Rocky +Mount +Nc,Broad match,0,0, --,0.00%
+3 +Bedroom +Home +In +Boston +for +sale,Broad match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,1,1,100.00%,0.00%
+buy +6 +Bedroom +Single +Family +House +In +San +Francisco,Broad match,0,0, --,0.00%
+buy +1 +Bedroom +Home +In +Thousand +Oaks +Ca,Broad match,0,0, --,0.00%
+8 +Bedroom +Home +In +Lake +Elsinore +Ca +for +sale,Broad match,0,0, --,0.00%
+3 +Bedroom +Home +In +View +Park +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +9 +Bedroom +Multi +Family +House +In +Alameda +County,Broad match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,1,2,200.00%,0.00%
+6 +Bedroom +Single +Family +House +In +San +Francisco +for +sale,Broad match,0,0, --,0.00%
+4 +Bedroom +Home +In +Winter +Garden +Fl +for +sale,Broad match,0,0, --,0.00%
 +buy +Homes +In +Lafayette +Co,Broad match,2,0,0.00%,0.00%
 +buy +Homes +In +Wake +County,Broad match,0,0, --,0.00%
"""for sale by owner""",Phrase match,139,24,17.27%,0.00%
+1 +Bedroom +Condo +In +Forest +Park +Il +for +sale,Broad match,0,0, --,0.00%
+buy +2 +Bedroom +Single +House +In +Saint +Augustine +Fl,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Home +In +Pine +Hill +Nj,Broad match,0,0, --,0.00%
 +buy +Condos +In +Lake +Oswego +Or,Broad match,12,1,8.33%,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
+6 +Bedroom +Townhouse +In +Las +Vegas +Nv +for +sale,Broad match,0,0, --,0.00%
 +Single +House +In +Los +Angeles +County +for +sale,Broad match,0,0, --,0.00%
[buy Homes In Redondo Beach Ca],Exact match,0,0, --,0.00%
[1 Bedroom Single Family House In Clearwater Fl for sale],Exact match,0,0, --,0.00%
[Single House In Phoenix for sale],Exact match,0,0, --,0.00%
[4 Bedroom Home In Montclair Nj for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Condo In Long Beach Ca],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Flagler County],Exact match,0,0, --,0.00%
[Townhouse In Cape May County for sale],Exact match,0,0, --,0.00%
[4 Bedroom Single House In Chino Ca for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single Family House In Mickleton Nj],Exact match,0,0, --,0.00%
[6 Bedroom Home In North Las Vegas Nv for sale],Exact match,0,0, --,0.00%
[2 Bedroom Condo In Long Beach Ca for sale],Exact match,0,0, --,0.00%
[buy 5 Bedroom Home In Garwood Nj],Exact match,0,0, --,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
[buy 6 Bedroom House In Denver County],Exact match,0,0, --,0.00%
[buy 1 Bedroom Condo In Gunnison County],Exact match,0,0, --,0.00%
[buy Single House In Seminole County],Exact match,0,0, --,0.00%
[buy 6 Bedroom Multi Family House In Oakland Ca],Exact match,0,0, --,0.00%
[2 Bedroom Single House In Vance County for sale],Exact match,0,0, --,0.00%
[buy Townhouse In New York County],Exact match,0,0, --,0.00%
[Single House In Frederick Co for sale],Exact match,0,0, --,0.00%
[Condos In Tampa Fl for sale],Exact match,386,49,12.69%,0.00%
[buy 1 Bedroom Single Family House In Clearwater Fl],Exact match,0,0, --,0.00%
[buy Townhouse In Cape May County],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single House In Raleigh Nc],Exact match,0,0, --,0.00%
[buy 3 Bedroom Townhouse In Sarasota County],Exact match,0,0, --,0.00%
[buy 6 Bedroom Home In Placer County],Exact match,0,0, --,0.00%
[1 Bedroom Townhouse In Coatesville Pa for sale],Exact match,0,0, --,0.00%
[2 Bedroom Condo In Las Vegas for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single Family House In Henderson Nc],Exact match,0,0, --,0.00%
[6 Bedroom Multi Family House In Oakland Ca for sale],Exact match,0,0, --,0.00%
[4 Bedroom House In Fairfax County for sale],Exact match,0,0, --,0.00%
[buy 7 Bedroom Condo In West Chicago Il],Exact match,0,0, --,0.00%
[1 Bedroom Home In Florida for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Condo In St Petersburg Fl],Exact match,0,0, --,0.00%
[5 Bedroom Home In St Petersburg Fl for sale],Exact match,0,0, --,0.00%
[3 Bedroom House In Toms River Nj for sale],Exact match,0,0, --,0.00%
[buy 8 Bedroom House In Philadelphia County],Exact match,0,0, --,0.00%
[9 Bedroom Home In Portland for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Condo In San Francisco Ca],Exact match,0,0, --,0.00%
[Townhouse In Ashburn Va for sale],Exact match,0,0, --,0.00%
[4 Bedroom Single House In Clark County for sale],Exact match,0,0, --,0.00%
"""purplebricks pocket listing""",Phrase match,0,0, --,0.00%
[buy 2 Bedroom Single House In Union County],Exact match,0,0, --,0.00%
[1 Bedroom Home In Monument Co for sale],Exact match,0,0, --,0.00%
[buy 1 Bedroom Single House In Paramount Ca],Exact match,0,0, --,0.00%
"""hip pocket listings""",Phrase match,0,0, --,0.00%
[buy Homes In Oceanside Ca],Exact match,3,0,0.00%,0.00%
[2 Bedroom Single House In Lavallette Nj for sale],Exact match,0,0, --,0.00%
[Condos In Pinellas County for sale],Exact match,53,6,11.32%,0.00%
[buy 2 Bedroom Home In Ogle County],Exact match,0,0, --,0.00%
[buy 1 Bedroom Home In Littleton Co],Exact match,0,0, --,0.00%
[buy 6 Bedroom House In Henderson Nv],Exact match,0,0, --,0.00%
[2 Bedroom Coop In Portland for sale],Exact match,0,0, --,0.00%
[1 Bedroom House In Bexar County for sale],Exact match,0,0, --,0.00%
[4 Bedroom House In Palo Alto Ca for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single Family House In Sacramento],Exact match,0,0, --,0.00%
+buy +2 +Bedroom +Home +In +Cape +May +County,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +House +In +Union +County,Broad match,0,0, --,0.00%
+2 +Bedroom +Home +In +Kearny +Nj +for +sale,Broad match,0,0, --,0.00%
+1 +Bedroom +Single +Family +House +In +Austin +Tx +for +sale,Broad match,0,0, --,0.00%
 +buy +Condos +In +New +York,Broad match,76,6,7.89%,0.00%
"""zillow for sale by owner""",Phrase match,2,1,50.00%,0.00%
+2 +Bedroom +Single +House +In +Saint +Augustine +Fl +for +sale,Broad match,0,0, --,0.00%
+9 +Bedroom +Home +In +Castle +Rock +Co +for +sale,Broad match,0,0, --,0.00%
+buy +6 +Bedroom +Townhouse +In +Las +Vegas +Nv,Broad match,0,0, --,0.00%
+buy +2 +Bedroom +Home +In +Kearny +Nj,Broad match,0,0, --,0.00%
+1 +Bedroom +Single +Family +House +In +Middlesex +County +for +sale,Broad match,0,0, --,0.00%
"""FSBO""",Phrase match,6,0,0.00%,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
+buy +2 +Bedroom +House +In +Portland,Broad match,0,0, --,0.00%
+buy +7 +Bedroom +Home +In +West +Hills +Ca,Broad match,0,0, --,0.00%
"""owner selling home""",Phrase match,1,0,0.00%,0.00%
+buy +4 +Bedroom +Home +In +Winter +Garden +Fl,Broad match,0,0, --,0.00%
+buy +1 +Bedroom +Townhouse +In +Martinsville +Nj,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +House +In +Orlando,Broad match,0,0, --,0.00%
+4 +Bedroom +Single +Family +House +In +Lake +County +for +sale,Broad match,0,0, --,0.00%
+2 +Bedroom +Home +In +Monterey +Park +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +2 +Bedroom +Townhouse +In +San +Diego +County,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +House +In +New +York +Ny,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +Home +In +Folsom +Ca,Broad match,0,0, --,0.00%
+4 +Bedroom +House +In +Leander +Tx +for +sale,Broad match,0,0, --,0.00%
 +buy +Condos +In +Hoboken +Nj,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +House +In +Lake +County,Broad match,0,0, --,0.00%
 +buy +Townhouse +In +Montgomery +County,Broad match,0,0, --,0.00%
 +Homes +In +Burbank +Il +for +sale,Broad match,45,9,20.00%,0.00%
+2 +Bedroom +Single +House +In +Clark +County +for +sale,Broad match,0,0, --,0.00%
+buy +1 +Bedroom +Home +In +Colorado +Springs,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +House +In +Horsham +Pa,Broad match,0,0, --,0.00%
+buy +2 +Bedroom +Condo +In +San +Francisco +Ca,Broad match,0,0, --,0.00%
+3 +Bedroom +Coop +In +View +Park +Ca +for +sale,Broad match,0,0, --,0.00%
+5 +Bedroom +Home +In +Scottsdale +Az +for +sale,Broad match,0,0, --,0.00%
+buy +9 +Bedroom +Single +House +In +San +Francisco +County,Broad match,0,0, --,0.00%
+3 +Bedroom +House +In +Sacramento +County +for +sale,Broad match,0,0, --,0.00%
+buy +3 +Bedroom +Home +In +Fountain +Valley +Ca,Broad match,0,0, --,0.00%
+3 +Bedroom +Condo +In +Clarksville +Md +for +sale,Broad match,0,0, --,0.00%
+2 +Bedroom +Condo +In +San +Francisco +Ca +for +sale,Broad match,0,0, --,0.00%
 +Single +House +In +Los +Angeles +Ca +for +sale,Broad match,0,0, --,0.00%
+1 +Bedroom +Home +In +Farmingdale +Nj +for +sale,Broad match,0,0, --,0.00%
+buy +2 +Bedroom +Single +Family +House +In +Alameda +County,Broad match,0,0, --,0.00%
+5 +Bedroom +Home +In +Los +Angeles +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +1 +Bedroom +Home +In +New +York +County,Broad match,0,0, --,0.00%
+buy +8 +Bedroom +Home +In +Denver +Co,Broad match,0,0, --,0.00%
 +buy +Homes +In +Sparta +Nj,Broad match,2,0,0.00%,0.00%
+buy +4 +Bedroom +Single +Family +House +In +Lake +County,Broad match,0,0, --,0.00%
+4 +Bedroom +Single +Family +House +In +Austin +Tx +for +sale,Broad match,0,0, --,0.00%
+9 +Bedroom +Home +In +Oakland +Ca +for +sale,Broad match,0,0, --,0.00%
+buy +4 +Bedroom +Single +House +In +Volusia +County,Broad match,0,0, --,0.00%
 +buy +Homes +In +Burbank +Il,Broad match,0,0, --,0.00%
 +buy +Homes +In +Osceola +County,Broad match,0,0, --,0.00%
+8 +Bedroom +Home +In +Hunterdon +County +for +sale,Broad match,0,0, --,0.00%
+buy +8 +Bedroom +Home +In +Hunterdon +County,Broad match,0,0, --,0.00%
+2 +Bedroom +Home +In +Cherry +Hill +Nj +for +sale,Broad match,0,0, --,0.00%
[Homes In Fauquier County for sale],Exact match,0,0, --,0.00%
[buy 6 Bedroom House In Castle Rock Co],Exact match,0,0, --,0.00%
[buy Single House In Arapahoe County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Coop In Portland],Exact match,0,0, --,0.00%
"""pocket listing home""",Phrase match,0,0, --,0.00%
[buy Homes In Lake County],Exact match,0,0, --,0.00%
[buy 7 Bedroom Single Family House In Sacramento Ca],Exact match,0,0, --,0.00%
"""pocket listing real estate""",Phrase match,0,0, --,0.00%
[buy 2 Bedroom Home In Salem Or],Exact match,0,0, --,0.00%
[Townhouse In Seminole County for sale],Exact match,0,0, --,0.00%
[Houses In Arlington Heights Il for sale],Exact match,0,0, --,0.00%
[2 Bedroom Townhouse In Cook County for sale],Exact match,0,0, --,0.00%
[buy 1 Bedroom Home In Boulder Co],Exact match,0,0, --,0.00%
[8 Bedroom Single House In Barrington Il for sale],Exact match,0,0, --,0.00%
[Single House In Maricopa Az for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom House In Riverdale Nj],Exact match,0,0, --,0.00%
[buy 1 Bedroom Home In Palm Beach County],Exact match,0,0, --,0.00%
"""affordable townhomes for sale""",Phrase match,0,0, --,0.00%
[buy 1 Bedroom Home In Somerset County],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Garwood Nj],Exact match,0,0, --,0.00%
"""private redfin townhome for sale""",Phrase match,0,0, --,0.00%
[buy 7 Bedroom Single House In New York],Exact match,0,0, --,0.00%
"""buy townhouse fast""",Phrase match,0,0, --,0.00%
"""exclusive pocket listing""",Phrase match,0,0, --,0.00%
[6 Bedroom House In Castle Rock Co for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single Family House In Plymouth Ma],Exact match,0,0, --,0.00%
[5 Bedroom Home In Yolo County for sale],Exact match,0,0, --,0.00%
[Single House In San Diego County for sale],Exact match,0,0, --,0.00%
[buy 5 Bedroom House In Jamesburg Nj],Exact match,0,0, --,0.00%
[buy 3 Bedroom Home In Schaumburg Il],Exact match,0,0, --,0.00%
"""exclusive listing""",Phrase match,0,0, --,0.00%
[2 Bedroom Single House In Union County for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single House In Hunterdon County],Exact match,0,0, --,0.00%
"""zillow townhouse for sale""",Phrase match,0,0, --,0.00%
"""private townhomes for sale""",Phrase match,0,0, --,0.00%
"""townhomes for sale in""",Phrase match,8,1,12.50%,0.00%
[buy Condos In Port Orange Fl],Exact match,0,0, --,0.00%
[2 Bedroom Single Family House In Gloucester County for sale],Exact match,0,0, --,0.00%
[buy 7 Bedroom Single House In Philadelphia],Exact match,0,0, --,0.00%
[buy 5 Bedroom Townhouse In Philadelphia County],Exact match,0,0, --,0.00%
[buy 2 Bedroom House In Sacramento],Exact match,0,0, --,0.00%
[1 Bedroom Home In Gardena Ca for sale],Exact match,0,0, --,0.00%
[1 Bedroom Home In Littleton Co for sale],Exact match,0,0, --,0.00%
[7 Bedroom Single House In Philadelphia for sale],Exact match,0,0, --,0.00%
[buy Houses In Hutto Tx],Exact match,0,0, --,0.00%
[7 Bedroom Single Family House In Sacramento Ca for sale],Exact match,0,0, --,0.00%
[buy Single House In Maricopa Az],Exact match,0,0, --,0.00%
[1 Bedroom Home In Somerset County for sale],Exact match,0,0, --,0.00%
[5 Bedroom Townhouse In Philadelphia County for sale],Exact match,0,0, --,0.00%
[4 Bedroom Home In Colorado Springs Co for sale],Exact match,0,0, --,0.00%
[buy 9 Bedroom Home In Portland],Exact match,0,0, --,0.00%
[buy 1 Bedroom House In Bradenton Fl],Exact match,0,0, --,0.00%
"""townhomes for sale in my area""",Phrase match,0,0, --,0.00%
[buy Townhouse In Seminole County],Exact match,0,0, --,0.00%
[buy 7 Bedroom Home In Orlando Fl],Exact match,0,0, --,0.00%
[Homes In Chatsworth Ca for sale],Exact match,0,0, --,0.00%
[3 Bedroom Single House In Menifee Ca for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single House In Cook County],Exact match,0,0, --,0.00%
[buy 4 Bedroom Single House In Orlando],Exact match,0,0, --,0.00%
"""fsbo listings""",Phrase match,0,0, --,0.00%
[buy 4 Bedroom Condo In Jacksonville Fl],Exact match,0,0, --,0.00%
[2 Bedroom Home In Alpine Ca for sale],Exact match,0,0, --,0.00%
[4 Bedroom House In Volusia County for sale],Exact match,0,0, --,0.00%
[1 Bedroom House In Redondo Beach Ca for sale],Exact match,0,0, --,0.00%
[buy 4 Bedroom Home In Boulder County],Exact match,0,0, --,0.00%
[buy Houses In Manor Tx],Exact match,0,0, --,0.00%
[buy Houses In Burbank Ca],Exact match,0,0, --,0.00%
[Multi Family House In San Francisco for sale],Exact match,0,0, --,0.00%
[buy Single House In Saint Augustine Fl],Exact match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
[3 Bedroom Single House In Pinellas County for sale],Exact match,0,0, --,0.00%
[5 Bedroom Single House In West Orange Nj for sale],Exact match,0,0, --,0.00%
[1 Bedroom Home In San Diego County for sale],Exact match,0,0, --,0.00%
[buy 2 Bedroom Home In Austin],Exact match,0,0, --,0.00%
[2 Bedroom Home In Morris County for sale],Exact match,0,0, --,0.00%
[buy 3 Bedroom Single Family House In Edison Nj],Exact match,0,0, --,0.00%
[8 Bedroom Condo In San Francisco Ca for sale],Exact match,0,0, --,0.00%
[5 Bedroom House In Gilbert Az for sale],Exact match,0,0, --,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
[buy 1 Bedroom Single House In Delaware County],Exact match,0,0, --,0.00%
[2 Bedroom Condo In Oak Park Ca for sale],Exact match,0,0, --,0.00%
[4 Bedroom Single House In Carlsbad Ca for sale],Exact match,0,0, --,0.00%
[2 Bedroom Home In Durham County for sale],Exact match,0,0, --,0.00%
