,month,homes for sale,townhomes for sale,Homes in,townhouses in,Homes near me,zillow homes for sale,selling a house,house appraisal,home values,house valuations,property value,real estate values,home value estimator,how much is my house,home worth,house prices,rexhomes,zillow,real estate agents,best realtors,for sale by owner,redfin,trulia,realtor.com,Homes in Denver,selling a house in Denver,house appraisal in Denver,for sale by owner in Denver
0,2016-03,71.27975087120916,45.73185467629756,100.0,100.00000000000001,1.1525160346744947,9.873854251746984,98.21613825561097,99.99999999999999,85.20009026628551,100.00000000000001,70.2005231037489,65.70238773829882,28.789516346933265,77.64810453894823,80.89677340603004,36.577233654597535,0.0,31.122905027932887,83.02801087341922,79.2063492063492,71.95066727045098,13.663481592860265,97.08492154492961,32.60861229341612,83.90058011460616,78.68614199549451,28.60854137625142,90.45733074278881
1,2016-04,65.37777118706902,73.1210225289332,99.89268851051654,28.638918302516913,2.927375493228098,6.588619656956169,91.46656208091899,77.17559064466342,68.79544656737372,96.28165978085146,21.86573670444639,66.6999176641966,50.17562820859228,49.66061781410174,43.36167961915612,75.77494139098724,19.782327839329763,41.513966480446896,100.0,41.12942612942613,56.327748328494195,18.038511907649024,93.42299627093084,44.9125733348671,90.41004681999445,100.00000000000001,66.93068052211379,70.11657450306382
2,2016-05,67.31667531697181,36.40611154372874,86.21548147088279,64.9914474220087,0.0,3.3741718849260494,61.840540472153904,75.27009379081086,95.2760643899503,47.458236033770504,48.5318221447253,49.77515992146432,100.0,69.64953594680715,62.94502990600972,52.615785360770985,24.824022237012105,35.74301675977651,35.88819288500176,32.573870573870565,63.16826935883422,18.718533249260332,87.57527864720532,44.45339161777667,68.6270620984707,67.83809316183415,49.40818654162971,88.82827678971753
3,2016-06,59.772373396603996,92.56867431057157,81.72843039061382,55.88498818929706,5.284967778302519,13.172701697068703,76.1013132258799,67.88555146622342,100.0,44.057242081312495,70.92414995640803,90.79897396921909,85.93623345041881,49.93189269058509,33.46421450950078,65.36598072414688,4.063735661433659,42.670391061452534,38.09833353031557,42.985347985347985,57.792813190911275,12.829218606004758,95.71105395271005,38.48978104988684,55.316300582947875,48.00523217789406,14.402483842352039,72.61246450455836
4,2016-07,61.81508118929341,95.73856770763416,84.63585634568602,40.320925307485524,4.72889593077285,18.48262092748886,61.55208623263577,88.56226997506819,82.66887317586867,9.582659720974789,32.978204010462065,100.0,38.77870845717375,99.14577272937171,56.898726451560464,74.96327168533463,0.0,44.56536312849161,32.13449946814799,16.73504273504276,61.127833568631516,12.576029490226503,79.17919158738516,48.13451436021318,58.33374652037483,98.51028268294466,52.45976428842983,82.67075175609027
5,2016-08,49.26966708682431,55.53288042748582,63.62140506510232,82.31652683880428,4.496564542421414,16.33995825392504,63.03863768629337,47.055680873797925,27.492352439697044,18.639602419016825,44.53356582388841,20.07726898473621,34.7000810591732,33.897815948654056,77.2958457094031,29.090909090909093,16.376306620209046,33.40782122905031,47.813497222550524,48.77899877899878,40.94456727311474,6.674103894844059,60.858202402718824,38.518539821312125,58.262914456115936,53.586221931545666,0.0,80.22717082648333
6,2016-09,38.93378809223691,24.458258371150066,42.83874660180285,43.32491651054819,8.171970931915464,22.679008984481356,42.92274993041674,92.12275911195535,37.904317737325044,53.218370157475604,9.956408020924158,10.64823611375008,8.619292083220753,31.652583460313096,14.808560849574832,0.0,26.089339545080836,19.815642458100527,20.960879328684555,3.015873015873014,29.15079513065716,1.7509821991560344,53.715123906329104,31.640400322098195,48.378299888793634,61.98677421699004,13.439361297680895,86.05589597967419
7,2016-10,28.381404315266394,25.461185252812754,39.078552010301934,57.09375254541018,3.720349182650562,11.200653416825482,16.765770096910487,58.30701650243377,0.0,58.04442847733672,74.11508282476012,62.79688390651724,34.12050797081871,62.00766495821219,31.175489278593787,7.849960927324844,26.12379125396391,14.540782122905014,18.06524051530552,10.336996336996352,15.806717988332807,7.314352233593638,48.95410455855468,22.562214808849994,100.0,68.81476636872328,17.939424661006193,48.379913316395175
8,2016-11,6.636019870986871,14.200746489084622,12.197739304621564,26.952838641361907,0.14701625557975007,0.0,20.725690139419513,84.7204084055562,45.37636026277514,13.813544099155749,39.05841325196164,57.3342200266008,8.004593353147799,10.008311400470987,46.71847662448633,0.07814535035166159,0.0,3.525139664804442,10.30020092187685,71.81929181929182,11.523401081484266,0.0,32.05863212371006,3.015836496798144,39.55616628535405,36.654312913305716,56.29831453554684,77.28291735166641
9,2016-12,0.0,29.493031873472773,0.0,59.916917813798165,5.604899526196302,2.5002268808421846,35.01556134713179,21.89837350112785,31.516724336793487,16.22058559367703,0.0,27.764582937488132,41.85355309375845,42.532437549060404,54.66289620376776,9.861943214378726,13.440081431311897,0.0,38.65973289209313,7.820512820512819,13.594470046082947,0.6353979725469259,33.73722974578285,0.40358142566811495,27.553672996692157,14.432090691083488,35.92700544924596,77.17082648333582
